,Website,Journal,Volume,Issue,Title,Download Link
0,AMS,bams,Volume 104,Issue 10,Supporting Advancement in Weather and Water Prediction in the Upper Colorado River Basin: The SPLASH Campaign,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-22-0147.1.pdf
0,AMS,bams,Volume 104,Issue 10,FESSTVaL: The Field Experiment on Submesoscale Spatio-Temporal Variability in Lindenberg,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-21-0330.1.pdf
0,AMS,bams,Volume 104,Issue 10,Hurricane Observations by Uncrewed Systems,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-21-0327.1.pdf
0,AMS,bams,Volume 104,Issue 10,A Look at 2022: Takeaway Points from the State of the Climate,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-23-0192.1.pdf
0,AMS,bams,Volume 104,Issue 10,Static Energy Deserves Greater Emphasis in the Meteorology Community,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-22-0013.1.pdf
0,AMS,bams,Volume 104,Issue 10,The Impact of an Extreme Cloud burst on Edinburgh Castle,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/10/BAMS-D-22-0196.1.pdf
0,AMS,bams,Volume 104,Issue 11,Seeding of Supercooled Low Stratus Clouds with a UAV to Study Microphysical Ice Processes: An Introduction to the CLOUDLAB Project,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0178.1.pdf
0,AMS,bams,Volume 104,Issue 11,"Tropical Cyclone Precipitation, Infrared, Microwave, and Environmental Dataset (TC PRIMED)",https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-21-0052.1.pdf
0,AMS,bams,Volume 104,Issue 11,Synthetic Observations of the Planetary Boundary Layer from Space: A Retrieval Observing System Simulation Experiment Framework,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0129.1.pdf
0,AMS,bams,Volume 104,Issue 11,Cold Fog Amongst Complex Terrain,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0030.1.pdf
0,AMS,bams,Volume 104,Issue 11,What about Model Data? Best Practices for Preservation and Replicability,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0252.1.pdf
0,AMS,bams,Volume 104,Issue 11,Generalized Aerosol/Chemistry Interface (GIANT): A Community Effort to Advance Collaborative Science across Weather and Climate Models,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-23-0013.1.pdf
0,AMS,bams,Volume 104,Issue 11,CAIPEEX: Indian Cloud Seeding Scientific Experiment,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-21-0291.1.pdf
0,AMS,bams,Volume 104,Issue 11,The NCAR GPS Dropwindsonde and Its Impact on Hurricane Operations and Research,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0119.1.pdf
0,AMS,bams,Volume 104,Issue 11,Anthropogenic Influence on the Record-Breaking Compound Hot and Dry Event in Summer 2022 in the Yangtze River Basin in China,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-23-0149.1.pdf
0,AMS,bams,Volume 104,Issue 11,Anthropogenic Influence on 2022 Extreme January–February Precipitation in Southern China,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-23-0136.1.pdf
0,AMS,bams,Volume 104,Issue 11,Was the February 2022 Persistent Heavy Precipitation Event over South China Enhanced by Anthropogenic Climate Change?,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-22-0258.1.pdf
0,AMS,bams,Volume 104,Issue 11,Regional Characteristics of Attribution Risk on the Record-High-Temperature Event of 2022 Rainy Season in Japan,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/11/BAMS-D-23-0172.1.pdf
0,AMS,bams,Volume 104,Issue 12,NOAA’s Air Resources Laboratory—75 Years of Research Linking Earth and Sky: A Historical Perspective,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-23-0006.1.pdf
0,AMS,bams,Volume 104,Issue 12,"Solar Activity, Weather, and Climate: The Elusive Connection",https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-23-0065.1.pdf
0,AMS,bams,Volume 104,Issue 12,The Surface Atmosphere Integrated Field Laboratory (SAIL) Campaign,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-22-0049.1.pdf
0,AMS,bams,Volume 104,Issue 12,"Observing Mineral Dust in Northern Africa, the Middle East, and Europe: Current Capabilities and Challenges ahead for the Development of Dust Services",https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-23-0005.1.pdf
0,AMS,bams,Volume 104,Issue 12,Cooling the Coldest Continent: The 4 December 2021 Total Solar Eclipse over Antarctica,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-22-0272.1.pdf
0,AMS,bams,Volume 104,Issue 12,Anomalous Propagation and the Sinking of the Russian Warship Moskva,https://journals.ametsoc.org/downloadpdf/view/journals/bams/104/12/BAMS-D-23-0113.1.pdf
0,AMS,bams,Volume 103,,Issue 1,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/1/bams.103.issue-1.pdf
0,AMS,bams,Volume 103,Issue 2,Evaluating the Economic Impacts of Improvements to the High-Resolution Rapid Refresh (HRRR) Numerical Weather Prediction Model,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0099.1.pdf
0,AMS,bams,Volume 103,Issue 2,"The SALTENA Experiment: Comprehensive Observations of Aerosol Sources, Formation, and Processes in the South American Andes",https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0187.1.pdf
0,AMS,bams,Volume 103,Issue 2,Restructuring of U.S. Federal Coordination to Advance Meteorological Services,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0031.1.pdf
0,AMS,bams,Volume 103,Issue 2,Teaching a Weather Forecasting Class in the 2020s,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0107.1.pdf
0,AMS,bams,Volume 103,Issue 2,Blasts from the Past: Reimagining Historical Storms with Model Simulations to Modernize Dam Safety and Flood Risk Assessment,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0133.1.pdf
0,AMS,bams,Volume 103,Issue 2,Lead Isotopes in North American Precipitation Record the Presence of Saharan Dust,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0212.1.pdf
0,AMS,bams,Volume 103,Issue 2,The CORDEX-CORE EXP-I Initiative: Description and Highlight Results from the Initial Analysis,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0119.1.pdf
0,AMS,bams,Volume 103,Issue 2,Accomplishments of NOAA’s Airborne Hurricane Field Program and a Broader Future Approach to Forecast Improvement,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0174.1.pdf
0,AMS,bams,Volume 103,Issue 2,The African SWIFT Project: Growing Science Capability to Bring about a Revolution in Weather Prediction,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0047.1.pdf
0,AMS,bams,Volume 103,Issue 2,How Well Are We Measuring Snow Post-SPICE?,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0228.1.pdf
0,AMS,bams,Volume 103,Issue 2,How Undergraduate Students Learn Atmospheric Science: Characterizing the Current Body of Research,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0023.1.pdf
0,AMS,bams,Volume 103,Issue 2,Are We Reaching the Limit of Tropical Cyclone Track Predictability in the Western North Pacific?,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0308.1.pdf
0,AMS,bams,Volume 103,Issue 2,Introducing and Evaluating the Climate Hazards Center IMERG with Stations (CHIMES): Timely Station-Enhanced Integrated Multisatellite Retrievals for Global Precipitation Measurement,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0245.1.pdf
0,AMS,bams,Volume 103,Issue 2,MJO as a Gestalt,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0046.1.pdf
0,AMS,bams,Volume 103,Issue 2,S2S Prediction in GFDL SPEAR: MJO Diversity and Teleconnections,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0124.1.pdf
0,AMS,bams,Volume 103,Issue 2,Taking the HIGHWAY to Save Lives on Lake Victoria,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0290.1.pdf
0,AMS,bams,Volume 103,Issue 2,New Perspectives on Ensemble Sensitivity Analysis with Applications to a Climatology of Severe Convection,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0321.1.pdf
0,AMS,bams,Volume 103,Issue 2,Continental Patterns of Bird Migration Linked to Climate Variability,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0220.1.pdf
0,AMS,bams,Volume 103,Issue 2,Thunder Hours: How Old Methods Offer New Insights into Thunderstorm Climatology,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0198.1.pdf
0,AMS,bams,Volume 103,Issue 2,Validation and Utility of Satellite Retrievals of Atmospheric Profiles in Detecting and Monitoring Significant Weather Events,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-20-0126.1.pdf
0,AMS,bams,Volume 103,Issue 2,The Boundary Layer Air Quality-Analysis Using Network of Instruments (BAQUNIN) Supersite for Atmospheric Research and Satellite Validation over Rome Area,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-21-0099.1.pdf
0,AMS,bams,Volume 103,Issue 2,Aerosol and Cloud Experiments in the Eastern North Atlantic (ACE-ENA),https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/2/BAMS-D-19-0220.1.pdf
0,AMS,bams,Volume 103,Issue 3,Informational Determinants of Large-Area Hurricane Evacuations,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-21-0008.1.pdf
0,AMS,bams,Volume 103,Issue 3,The Flash Flood Guidance System Implementation Worldwide: A Successful Multidecadal Research-to-Operations Effort,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0241.1.pdf
0,AMS,bams,Volume 103,Issue 3,High-Definition Hurricanes: Improving Forecasts with Storm-Following Nests,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0134.1.pdf
0,AMS,bams,Volume 103,Issue 3,MSWX: Global 3-Hourly 0.1° Bias-Corrected Meteorological Data Including Near-Real-Time Updates and Forecast Ensembles,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-21-0145.1.pdf
0,AMS,bams,Volume 103,Issue 3,The Namib Turbulence Experiment: Investigating Surface–Atmosphere Heat Transfer in Three Dimensions,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0269.1.pdf
0,AMS,bams,Volume 103,Issue 3,The NASA Atmospheric Tomography (ATom) Mission: Imaging the Chemistry of the Global Atmosphere,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0315.1.pdf
0,AMS,bams,Volume 103,Issue 3,"Predicting Flood Property Insurance Claims over CONUS, Fusing Big Earth Observation Data",https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-21-0082.1.pdf
0,AMS,bams,Volume 103,Issue 3,Comprehensive Radar Data for the Contiguous United States: Multi-Year Reanalysis of Remotely Sensed Storms,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0316.1.pdf
0,AMS,bams,Volume 103,Issue 3,The Integrated Carbon Observation System in Europe,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-19-0364.1.pdf
0,AMS,bams,Volume 103,Issue 3,A New Benchmark for Surface Radiation Products over the East Asia–Pacific Region Retrieved from the Himawari-8/AHI Next-Generation Geostationary Satellite,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0148.1.pdf
0,AMS,bams,Volume 103,Issue 3,Attributing Compound Events to Anthropogenic Climate Change,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-21-0116.1.pdf
0,AMS,bams,Volume 103,Issue 3,An Analysis of Virtual Research Experiences for Undergraduates Programs in Light of the COVID-19 Pandemic,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0231.1.pdf
0,AMS,bams,Volume 103,Issue 3,"A Decade of the North American Multimodel Ensemble (NMME): Research, Application, and Future Directions",https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/3/BAMS-D-20-0327.1.pdf
0,AMS,bams,Volume 103,Issue 4,EM-Earth: The Ensemble Meteorological Dataset for Planet Earth,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0106.1.pdf
0,AMS,bams,Volume 103,Issue 4,Prequel to the Stories of Warm Conveyor Belts and Atmospheric Rivers: The Moist Tongues Identified by Rossby and His Collaborators in the 1930s,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0276.1.pdf
0,AMS,bams,Volume 103,Issue 4,"Observing, Measuring, and Assessing the Consequences of Snow Drought",https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0243.1.pdf
0,AMS,bams,Volume 103,Issue 4,High-Flying Interns: NASA’s Student Airborne Research Program (SARP),https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-19-0269.1.pdf
0,AMS,bams,Volume 103,Issue 4,Advancing Near-Real-Time Quality Controls of Meteorological Observations,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0171.1.pdf
0,AMS,bams,Volume 103,Issue 4,The Humanitarian Sector Needs Clear Job Profiles for Climate Science Translators Now More than Ever,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0263.1.pdf
0,AMS,bams,Volume 103,Issue 4,Urban Heat Island Estimation from Crowdsensing Thermometers Embedded in Personal Cars,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0174.1.pdf
0,AMS,bams,Volume 103,Issue 4,WMO Global Annual to Decadal Climate Update: A Prediction for 2021–25,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0311.1.pdf
0,AMS,bams,Volume 103,Issue 4,Extreme Precipitation on Consecutive Days Occurs More Often in a Warming Climate,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0140.1.pdf
0,AMS,bams,Volume 103,Issue 4,"AERA5-Asia: A Long-Term Asian Precipitation Dataset (0.1°, 1-hourly, 1951–2015, Asia) Anchoring the ERA5-Land under the Total Volume Control by APHRODITE",https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0328.1.pdf
0,AMS,bams,Volume 103,Issue 4,Satellite-Based Characterization of Convection and Impacts from the Catastrophic 10 August 2020 Midwest U.S. Derecho,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0023.1.pdf
0,AMS,bams,Volume 103,Issue 4,The “State” of Active Learning in the Atmospheric Sciences: Strategies Instructors Use and Directions for Future Research,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-20-0239.1.pdf
0,AMS,bams,Volume 103,Issue 4,Insights into the Usefulness of a New Extreme Weather Guidance Tool: The Long-Range Tropical Cyclone Outlook for the Southwest Pacific (TCO-SP),https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/4/BAMS-D-21-0108.1.pdf
0,AMS,bams,Volume 103,Issue 5,Chasing Snowstorms: The Investigation of Microphysics and Precipitation for Atlantic Coast-Threatening Snowstorms (IMPACTS) Campaign,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-20-0246.1.pdf
0,AMS,bams,Volume 103,Issue 5,Recommendations for Interinstitutional and Interdisciplinary Research Informed by a PIRE Graduate Student Cohort Perspective,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-21-0057.1.pdf
0,AMS,bams,Volume 103,Issue 5,Fire-Generated Tornadic Vortices,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-21-0199.1.pdf
0,AMS,bams,Volume 103,Issue 5,The History and Practice of AI in the Environmental Sciences,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-20-0234.1.pdf
0,AMS,bams,Volume 103,Issue 5,The COMBLE Campaign: A Study of Marine Boundary Layer Clouds in Arctic Cold-Air Outbreaks,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-21-0044.1.pdf
0,AMS,bams,Volume 103,Issue 5,The Myth of Cleveland Abbe: A Review of a Manufactured History of the Creation of the National Weather Service,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/5/BAMS-D-21-0022.1.pdf
0,AMS,bams,Volume 103,Issue 6,Advances in the Prediction of MJO Teleconnections in the S2S Forecast Systems,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-21-0130.1.pdf
0,AMS,bams,Volume 103,Issue 6,Advances in the Application and Utility of Subseasonal-to-Seasonal Predictions,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-20-0224.1.pdf
0,AMS,bams,Volume 103,Issue 6,Advances in the Subseasonal Prediction of Extreme Events: Relevant Case Studies across the Globe,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-20-0221.1.pdf
0,AMS,bams,Volume 103,Issue 6,A New Structure for the Sea Ice Essential Climate Variables of the Global Climate Observing System,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-21-0227.1.pdf
0,AMS,bams,Volume 103,Issue 6,High-Resolution Smoke Forecasting for the 2018 Camp Fire in California,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-20-0329.1.pdf
0,AMS,bams,Volume 103,Issue 6,Rethinking Warning Compliance and Complacency by Examining How People Manage Risk and Vulnerability during Real-World Tornado Threats,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-21-0072.1.pdf
0,AMS,bams,Volume 103,Issue 6,How Close is Close Enough? A Discussion of the Distances Relevant to Personalizing Tornado Risk,https://journals.ametsoc.org/downloadpdf/view/journals/bams/103/6/BAMS-D-21-0142.1.pdf
